accuracy,precision,recall,f1,roc_auc,model,setting
0.9977528878901724,0.41603053435114506,0.7364864864864865,0.5317073170731708,0.8673463559696633,Decision Tree,smote
0.9994499256814484,0.8796992481203008,0.7905405405405406,0.8327402135231317,0.9669230635172367,Random Forest,smote
